"row_id","state","region","sales","profit","sum_sales"
"168","Texas","Central","1740","-25","1740"
"169","Texas","Central","32","7","32"
"170","Texas","Central","178","-454","178"
"171","Texas","Central","144","9","144"
"172","California","West","21","10","21"
"173","California","West","111","53","111"
"174","California","West","340","21","340"
"175","Illinois","Central","52","-131","52"
"176","Illinois","Central","20","7","20"
"177","Texas","Central","97","-243","97"
"178","Ohio","East","397","-11","397"
"179","Ohio","East","16","-4","16"
"180","New York","East","3","1","3"
"181","Illinois","Central","25","2","25"
"182","Illinois","Central","409","77","409"
"183","Louisiana","South","504","131","504"
"184","Louisiana","South","150","42","150"
"185","Louisiana","South","29","7","29"
"186","Connecticut","East","7","3","7"
"187","California","West","177","23","177"
"188","Texas","Central","37","4","37"
"189","Texas","Central","20","6","20"
"190","New York","East","899","112","899"
"191","New York","East","72","20","72"
"192","New York","East","52","25","52"
"193","New York","East","626","47","626"
"194","New York","East","20","7","20"
"195","California","West","14","7","14"
"196","Ohio","East","7","1","7"
"197","Ohio","East","6","2","6"
"198","New Jersey","East","46","12","46"
"199","Pennsylvania","East","3","-2","3"
"200","Pennsylvania","East","16","6","16"
"201","Ohio","East","22","7","22"
"202","Colorado","West","219","-162","219"
"203","Colorado","West","3","0","3"
"204","Texas","Central","66","-179","66"
"205","Tennessee","South","35","10","35"
"206","California","West","445","44","445"
"207","Michigan","Central","84","6","84"
"208","Michigan","Central","132","36","132"
"209","Michigan","Central","16","7","16"
"210","Michigan","Central","52","16","52"
"211","Michigan","Central","92","4","92"
"212","Texas","Central","21","7","21"
"213","Ohio","East","24","9","24"
"214","Ohio","East","452","-244","452"
"215","Ohio","East","63","-15","63"
"216","Ohio","East","1188","-950","1188"
"217","Ohio","East","90","4","90"
"218","California","West","93","26","93"
"219","California","West","302","23","302"
"220","Ohio","East","6","2","6"
"221","Ohio","East","23","8","23"
"222","Ohio","East","20","-14","20"
"223","Ohio","East","73","19","73"
"224","Ohio","East","480","-384","480"
"225","Ohio","East","27","3","27"
"226","Michigan","Central","2","1","2"
"227","Michigan","Central","622","137","622"
"228","Michigan","Central","22","0","22"
"229","Tennessee","South","162","-28","162"
"230","Tennessee","South","390","44","390"
"231","North Carolina","South","19","-12","19"
"232","Florida","South","234","-102","234"
"233","Florida","South","621","-248","621"
"234","Florida","South","5","-4","5"
"235","Florida","South","258","0","258"
"236","Florida","South","618","-8","618"
"237","California","West","11","5","11"
"238","Illinois","Central","26","9","26"
"239","Illinois","Central","420","-357","420"
"240","Illinois","Central","12","-5","12"
"241","Illinois","Central","32","11","32"
"242","Illinois","Central","177","-121","177"
"243","Illinois","Central","4","-3","4"
"244","Illinois","Central","7","1","7"
"245","Minnesota","Central","2002","581","2002"
"246","Minnesota","Central","167","42","167"
"247","Minnesota","Central","48","24","48"
"248","Minnesota","Central","1503","496","1503"
"249","Minnesota","Central","26","12","26"
"250","California","West","322","28","322"
"251","California","West","8","4","8"
"252","California","West","3347","636","3347"
"253","New York","East","81","23","81"
"254","New York","East","362","163","362"
"255","Illinois","Central","12","-8","12"
"256","Illinois","Central","82","-20","82"
"257","Illinois","Central","54","4","54"
"258","Illinois","Central","648","57","648"
"259","New York","East","20","7","20"
"260","New York","East","222","7","222"
"261","New York","East","18","6","18"
"262","Texas","Central","2","-4","2"
"263","Texas","Central","3060","-510","3060"
"264","Texas","Central","2520","-252","2520"
"265","Illinois","Central","328","29","328"
"266","California","West","80","35","80"
"267","North Carolina","South","14","5","14"
"268","New Jersey","East","8","0","8"
"269","Ohio","East","37","-7","37"
"270","Ohio","East","58","22","58"
"271","California","West","726","210","726"
"272","California","West","210","92","210"
"273","California","West","5","2","5"
"274","California","West","11","4","11"
"275","California","West","9","4","9"
"276","California","West","6","2","6"
"277","Pennsylvania","East","12","4","12"
"278","Pennsylvania","East","18","6","18"
"279","Pennsylvania","East","60","6","60"
"280","Pennsylvania","East","25","9","25"
"281","Texas","Central","2","-3","2"
"282","Texas","Central","1114","376","1114"
"283","California","West","1039","52","1039"
"284","Oregon","West","142","48","142"
"285","Oregon","West","240","48","240"
"286","Oregon","West","31","11","31"
"287","Florida","South","254","-169","254"
"288","Florida","South","195","24","195"
"289","Florida","South","961","-204","961"
"290","Ohio","East","19","7","19"
"291","Ohio","East","18","6","18"
"292","Ohio","East","256","54","256"
"293","Ohio","East","87","-49","87"
"294","Colorado","West","300","79","300"
"295","Colorado","West","230","20","230"
"296","Colorado","West","218","-25","218"
"297","Colorado","West","79","-63","79"
"298","Colorado","West","28","9","28"
"299","New Jersey","East","32","16","32"
"300","New Jersey","East","1082","11","1082"
"301","New Jersey","East","57","27","57"
"302","New Jersey","East","78","38","78"
"303","New Jersey","East","14","7","14"
"304","Illinois","Central","219","-131","219"
"305","New York","East","27","13","27"
"306","Michigan","Central","10","3","10"
"307","New Jersey","East","45","21","45"
"308","New Jersey","East","289","84","289"
"309","Virginia","South","5","2","5"
"310","Colorado","West","15","4","15"
"311","Colorado","West","467","53","467"
"312","Colorado","West","15","2","15"
"313","Colorado","West","6","2","6"
"314","New Jersey","East","88","38","88"
"315","Florida","South","178","22","178"
"316","Florida","South","16","5","16"
"317","Pennsylvania","East","99","9","99"
"318","New York","East","136","24","136"
"319","New York","East","3992","1996","3992"
"320","New York","East","276","80","276"
"321","New York","East","360","130","360"
"322","New York","East","44","13","44"
"323","California","West","7","4","7"
"324","California","West","252","82","252"
"325","California","West","100","35","100"
"326","Tennessee","South","16","1","16"
"327","Pennsylvania","East","291","-68","291"
"328","Pennsylvania","East","54","3","54"
"329","Pennsylvania","East","787","-259","787"
"330","Pennsylvania","East","100","34","100"
"331","Pennsylvania","East","38","-28","38"
"332","Pennsylvania","East","83","-21","83"
"333","Pennsylvania","East","21","-14","21"
"334","Pennsylvania","East","5","-3","5"
"335","California","West","5","2","5"
"336","California","West","960","336","960"
"337","California","West","14","4","14"
"338","California","West","8","3","8"
"339","California","West","698","-17","698"
"340","Utah","West","5","2","5"
"341","Pennsylvania","East","18","1","18"
"342","Pennsylvania","East","510","-408","510"
"343","Pennsylvania","East","31","10","31"
"344","Pennsylvania","East","72","8","72"
"345","Texas","Central","89","-2","89"
"346","California","West","48","5","48"
"347","Massachusetts","East","8","3","8"
"348","Massachusetts","East","25","12","25"
"349","Massachusetts","East","13","4","13"
"350","New York","East","7","2","7"
"351","New York","East","25","12","25"
"352","New York","East","3","1","3"
"353","New York","East","49","23","49"
"354","New York","East","4355","1415","4355"
"355","New York","East","389","-5","389"
"356","New York","East","8","4","8"
"357","New York","East","17","7","17"
"358","New York","East","34","16","34"
"359","North Carolina","South","36","11","36"
"360","Georgia","South","648","168","648"
"361","Georgia","South","21","10","21"
"362","New York","East","21","10","21"
"363","New York","East","489","87","489"
"364","New York","East","6","1","6"
"365","New York","East","47","21","47"
"366","California","West","212","8","212"
"367","Connecticut","East","23","10","23"
"368","Connecticut","East","7","0","7"
"369","Connecticut","East","105","29","105"
"370","Connecticut","East","1044","271","1044"
"371","Texas","Central","26","9","26"
"372","Texas","Central","53","5","53"
"373","Arizona","West","8","-6","8"
"374","Arizona","West","1024","179","1024"
"375","Arizona","West","9","1","9"
"376","Arizona","West","479","-30","479"
"377","Illinois","Central","99","31","99"
"378","Massachusetts","East","1488","-298","1488"
"379","Texas","Central","9","-20","9"
"380","Texas","Central","24","3","24"
"381","Texas","Central","12","-19","12"
"382","California","West","51","25","51"
"383","California","West","50","17","50"
"384","Michigan","Central","42","9","42"
"385","Florida","South","375","-157","375"
"386","Florida","South","84","-1","84"
"387","Pennsylvania","East","482","-338","482"
"388","Pennsylvania","East","3","1","3"
"389","Ohio","East","3","0","3"
"390","New York","East","23","8","23"
"391","New York","East","40","14","40"
"392","Washington","West","246","28","246"
"393","Washington","West","1800","702","1800"
"394","Illinois","Central","12","-21","12"
"395","Nevada","West","76","26","76"
"396","Rhode Island","East","50","9","50"
"397","Rhode Island","East","13","6","13"
"398","Michigan","Central","70","21","70"
"399","Texas","Central","36","4","36"
"400","Texas","Central","2396","-317","2396"
"401","Texas","Central","131","-33","131"
"402","Texas","Central","58","1","58"
"403","Florida","South","10","3","10"
"404","North Carolina","South","39","10","39"
"405","New York","East","36","10","36"
"406","California","West","180","38","180"
"407","California","West","1200","435","1200"
"408","California","West","27","13","27"
"409","California","West","1004","-113","1004"
"410","California","West","10","5","10"
"411","California","West","28","14","28"
"412","California","West","56","27","56"
"413","California","West","1337","31","1337"
"414","California","West","114","-18","114"
"415","Washington","West","140","66","140"
"416","Washington","West","307","27","307"
"417","California","West","96","26","96"
"418","California","West","384","38","384"
"419","Kentucky","South","6","3","6"
"420","California","West","9","3","9"
"421","California","West","15","7","15"
"422","Colorado","West","197","57","197"
"423","Massachusetts","East","57","15","57"
"424","Massachusetts","East","33","9","33"
"425","Mississippi","South","866","225","866"
"426","Michigan","Central","28","11","28"
"427","Michigan","Central","288","138","288"
"428","New York","East","70","30","70"
"429","Texas","Central","7","1","7"
"430","North Carolina","South","190","-145","190"
"431","North Carolina","South","409","77","409"
"432","North Carolina","South","292","55","292"
"433","North Carolina","South","5","-1","5"
"434","Massachusetts","East","714","207","714"
"435","Florida","South","5","-4","5"
"436","Florida","South","248","-19","248"
"437","Illinois","Central","1008","43","1008"
"438","Illinois","Central","313","114","313"
"439","Texas","Central","32","12","32"
"440","New York","East","208","2","208"
"441","Michigan","Central","12","4","12"
"442","Michigan","Central","195","23","195"
"443","Michigan","Central","71","21","71"
"444","Michigan","Central","91","42","91"
"445","Michigan","Central","243","29","243"
"446","Michigan","Central","22","11","22"
"447","Indiana","Central","3","1","3"
"448","New York","East","60","15","60"
"449","New York","East","162","10","162"
"450","New York","East","264","71","264"
"451","New York","East","30","8","30"
"452","New York","East","10","3","10"
"453","New York","East","35","9","35"
"454","Ohio","East","284","-76","284"
"455","Ohio","East","665","67","665"
"456","Oklahoma","Central","64","25","64"
"457","California","West","130","-24","130"
"458","Illinois","Central","748","-96","748"
"459","Illinois","Central","9","3","9"
"460","Washington","West","104","36","104"
"461","Washington","West","900","378","900"
"462","Washington","West","51","19","51"
"463","Arizona","West","24","7","24"
"464","Arizona","West","1273","-814","1273"
"465","Arizona","West","28","-21","28"
"466","Arizona","West","185","-35","185"
"467","Arizona","West","78","6","78"
"468","Illinois","Central","255","-312","255"
"469","Texas","Central","205","-36","205"
"470","Illinois","Central","5","-8","5"
"471","New York","East","55","27","55"
"472","California","West","341","3","341"
"473","California","West","223","10","223"
"474","California","West","704","88","704"
"475","California","West","93","25","93"
"476","California","West","63","29","63"
"477","California","West","95","46","95"
"478","California","West","96","7","96"
"479","New York","East","40","19","40"
"480","New York","East","15","7","15"
"481","New York","East","704","85","704"
"482","California","West","9","2","9"
"483","New York","East","6","2","6"
"484","New York","East","160","58","160"
"485","California","West","30","15","30"
"486","California","West","514","-30","514"
"487","California","West","280","17","280"
"488","Illinois","Central","2736","342","2736"
"489","Texas","Central","8","1","8"
"490","Texas","Central","64","10","64"
"491","Texas","Central","70","6","70"
"492","New York","East","449","9","449"
"493","New York","East","11","5","11"
"494","Washington","West","94","13","94"
"495","Tennessee","South","190","-95","190"
"496","Arkansas","South","105","52","105"
"497","California","West","120","40","120"
"498","California","West","256","82","256"
"499","California","West","242","18","242"
"500","California","West","69","23","69"
"501","Colorado","West","23","-15","23"
"502","Colorado","West","15","-12","15"
"503","Colorado","West","802","50","802"
"504","Colorado","West","2","-2","2"
"505","Colorado","West","33","12","33"
"506","New York","East","16","5","16"
"507","Georgia","South","3","1","3"
"508","Georgia","South","8","2","8"
"509","Georgia","South","47","12","47"
"510","Georgia","South","6355","3177","6355"
"511","Missouri","Central","126","40","126"
"512","Missouri","Central","38","12","38"
"513","Ohio","East","7","1","7"
"514","California","West","7","2","7"
"515","California","West","6","2","6"
"516","Montana","West","3000","1380","3000"
"517","Montana","West","51","14","51"
"518","Montana","West","12","5","12"
"519","Montana","West","1126","56","1126"
"520","Texas","Central","18","5","18"
"521","Texas","Central","130","-26","130"
"522","Texas","Central","14","-21","14"
"523","Michigan","Central","211","21","211"
"524","California","West","55","-12","55"
"525","California","West","66","27","66"
"526","Massachusetts","East","22","10","22"
"527","Florida","South","684","43","684"
"528","Florida","South","46","5","46"
"529","Pennsylvania","East","36","-7","36"
"530","Pennsylvania","East","666","-150","666"
"531","Pennsylvania","East","53","20","53"
"532","California","West","191","12","191"
"533","California","West","48","2","48"
"534","Alabama","South","980","274","980"
"535","Alabama","South","23","11","23"
"536","Arizona","West","17","1","17"
"537","Illinois","Central","43","-68","43"
"538","New York","East","11","3","11"
"539","Kentucky","South","153","41","153"
"540","Kentucky","South","284","71","284"
"541","Wisconsin","Central","469","206","469"
"542","Arizona","West","381","38","381"
"543","Ohio","East","647","-146","647"
"544","Texas","Central","58","7","58"
"545","Texas","Central","101","6","101"
"546","Texas","Central","66","-84","66"
"547","New York","East","41","14","41"
"548","New York","East","13","6","13"
"549","Illinois","Central","250","16","250"
"550","Illinois","Central","11","-17","11"
"551","Illinois","Central","9","-2","9"
"552","California","West","1122","0","1122"
"553","Florida","South","35","6","35"
"554","Texas","Central","11","3","11"
"555","California","West","1296","311","1296"
"556","North Carolina","South","19","3","19"
"557","California","West","21","10","21"
"558","California","West","1336","-217","1336"
"559","California","West","32","16","32"
"560","California","West","43","17","43"
"561","California","West","84","27","84"
"562","Florida","South","13","1","13"
"563","Florida","South","13","4","13"
"564","Washington","West","4","0","4"
"565","Washington","West","3","1","3"
"566","California","West","374","47","374"
"567","Washington","West","92","45","92"
"568","Washington","West","81","27","81"
"569","Washington","West","19","9","19"
"570","Washington","West","451","0","451"
"571","New York","East","72","35","72"
"572","New York","East","14","6","14"
"573","New York","East","33","11","33"
"574","New York","East","15","4","15"
"575","Washington","West","9","2","9"
"576","California","West","161","79","161"
"577","California","West","20","10","20"
"578","California","West","7","2","7"
"579","Illinois","Central","70","9","70"
"580","Illinois","Central","9","-6","9"
"581","California","West","52","2","52"
"582","Colorado","West","470","53","470"
"583","Colorado","West","106","9","106"
"584","Colorado","West","31","4","31"
"585","Colorado","West","7","-5","7"
"586","Colorado","West","406","30","406"
"587","Kentucky","South","71","5","71"
"588","Kentucky","South","295","145","295"
"589","Oregon","West","85","-20","85"
"590","Oregon","West","21","7","21"
"591","Oregon","West","17","-13","17"
"592","Oregon","West","10","4","10"
"593","Texas","Central","9","1","9"
"594","Texas","Central","31","10","31"
"595","California","West","76","22","76"
"596","California","West","1200","435","1200"
"597","California","West","446","56","446"
"598","California","West","328","92","328"
"599","Pennsylvania","East","12","1","12"
"600","Pennsylvania","East","144","-29","144"
"601","Pennsylvania","East","494","-115","494"
"602","Pennsylvania","East","6","1","6"
"603","Florida","South","143","18","143"
"604","Florida","South","46","5","46"
"605","Florida","South","7","-6","7"
"606","Florida","South","43","-32","43"
"607","Florida","South","132","48","132"
"608","Pennsylvania","East","3","-3","3"
"609","Pennsylvania","East","21","2","21"
"610","Pennsylvania","East","55","-10","55"
"611","Texas","Central","370","42","370"
"612","Texas","Central","16","6","16"
"613","Pennsylvania","East","8","3","8"
"614","Pennsylvania","East","729","-158","729"
"615","Ohio","East","120","16","120"
"616","Ohio","East","4","-3","4"
"617","New York","East","40","16","40"
"618","New York","East","10","3","10"
"619","New York","East","107","34","107"
"620","New York","East","38","11","38"
"621","New York","East","88","27","88"
"622","Illinois","Central","9","-15","9"
"623","Michigan","Central","302","88","302"
"624","Michigan","Central","555","179","555"
"625","Michigan","Central","523","131","523"
"626","Michigan","Central","162","47","162"
"627","New York","East","36","12","36"
"628","Washington","West","97","28","97"
"629","California","West","15","5","15"
"630","California","West","13","6","13"
"631","Colorado","West","243","-52","243"
"632","Colorado","West","120","30","120"
"633","Colorado","West","301","30","301"
"634","Florida","South","18","2","18"
"635","Florida","South","236","86","236"
"636","Georgia","South","393","43","393"
"637","Colorado","West","19","-14","19"
"638","Colorado","West","122","12","122"
"639","California","West","1049","273","1049"
"640","California","West","15","5","15"
"641","Minnesota","Central","19","6","19"
"642","California","West","330","86","330"
"643","California","West","26","13","26"
"644","Michigan","Central","133","54","133"
"645","New Jersey","East","6","3","6"
"646","Indiana","Central","209","57","209"
"647","Arizona","West","32","10","32"
"648","Arizona","West","30","3","30"
"649","Washington","West","15","6","15"
"650","Washington","West","302","23","302"
"651","Washington","West","316","32","316"
"652","New York","East","379","178","379"
"653","New York","East","98","46","98"
"654","New York","East","103","10","103"
"655","Ohio","East","114","9","114"
"656","Ohio","East","3","-3","3"
"657","Ohio","East","134","45","134"
"658","Illinois","Central","701","-50","701"
"659","Illinois","Central","2","-3","2"
"660","Texas","Central","999","125","999"
"661","Texas","Central","724","-136","724"
"662","Texas","Central","919","-118","919"
"663","Texas","Central","3","-4","3"
"664","New York","East","460","18","460"
"665","Kentucky","South","11","5","11"
"666","Texas","Central","24","2","24"
"667","Texas","Central","85","29","85"
"668","Texas","Central","382","29","382"
"669","Ohio","East","30","9","30"
"670","Illinois","Central","24","-14","24"
"671","Illinois","Central","109","-72","109"
"672","Illinois","Central","36","11","36"
"673","Illinois","Central","20","2","20"
"674","Indiana","Central","61","17","61"
"675","Indiana","Central","39","18","39"
"676","Indiana","Central","99","41","99"
"677","Texas","Central","3","-7","3"
"678","Texas","Central","28","5","28"
"679","Texas","Central","83","-41","83"
"680","Texas","Central","183","-320","183"
"681","New York","East","14","5","14"
"682","New York","East","65","3","65"
"683","New York","East","69","19","69"
"684","North Carolina","South","8000","-3840","8000"
"685","North Carolina","South","167","15","167"
"686","Mississippi","South","480","163","480"
"687","Mississippi","South","15","7","15"
"688","Mississippi","South","19","9","19"
"689","New York","East","192","5","192"
"690","Virginia","South","104","15","104"
"691","Virginia","South","285","74","285"
"692","Virginia","South","37","10","37"
"693","California","West","166","25","166"
"694","California","West","33","16","33"
"695","Pennsylvania","East","198","17","198"
"696","Pennsylvania","East","47","18","47"
"697","Pennsylvania","East","201","63","201"
"698","Pennsylvania","East","98","32","98"
"699","Pennsylvania","East","3","1","3"
"700","Pennsylvania","East","19","-14","19"
"701","Pennsylvania","East","5","-3","5"
"702","Ohio","East","15","4","15"
"703","Washington","West","210","36","210"
"704","California","West","370","-14","370"
"705","North Carolina","South","10","4","10"
"706","North Carolina","South","167","19","167"
"707","North Carolina","South","15","2","15"
"708","New York","East","120","53","120"
"709","New York","East","884","-110","884"
"710","New York","East","47","16","47"
"711","New York","East","55","27","55"
"712","Florida","South","24","9","24"
"713","New York","East","281","110","281"
"714","New York","East","308","89","308"
"715","New York","East","300","114","300"
"716","Washington","West","20","7","20"
"717","Delaware","East","10","3","10"
"718","Ohio","East","103","24","103"
"719","Utah","West","60","19","60"
"720","Utah","West","73","22","73"
"721","California","West","147","73","147"
"722","Michigan","Central","1653","231","1653"
"723","Michigan","Central","296","80","296"
"724","Pennsylvania","East","130","21","130"
"725","Florida","South","46","5","46"
"726","Texas","Central","18","6","18"
"727","Texas","Central","56","6","56"
"728","New York","East","183","84","183"
"729","New York","East","400","-153","400"
"730","New York","East","34","10","34"
"731","New York","East","543","102","543"
"732","New York","East","6","3","6"
"733","Washington","West","243","10","243"
"734","Washington","West","180","86","180"
"735","Washington","West","100","34","100"
"736","Washington","West","28","9","28"
"737","Washington","West","85","19","85"
"738","Washington","West","19","7","19"
"739","California","West","50","8","50"
"740","Illinois","Central","12","4","12"
"741","Illinois","Central","273","-65","273"
"742","Illinois","Central","4","-5","4"
"743","Texas","Central","52","-11","52"
"744","Texas","Central","4","1","4"
"745","Texas","Central","5","2","5"
"746","Texas","Central","55","6","55"
"747","California","West","567","-28","567"
"748","California","West","359","7","359"
"749","Illinois","Central","12","1","12"
"750","Michigan","Central","58","27","58"
"751","Michigan","Central","158","57","158"
"752","Michigan","Central","57","23","57"
"753","Michigan","Central","3","1","3"
"754","California","West","1200","375","1200"
"755","California","West","80","29","80"
"756","Florida","South","383","-167","383"
"757","Minnesota","Central","25","7","25"
"758","Minnesota","Central","120","48","120"
"759","New York","East","13","4","13"
"760","Wisconsin","Central","23","10","23"
"761","California","West","58","28","58"
"762","Georgia","South","12","6","12"
"763","Ohio","East","108","-27","108"
"764","Louisiana","South","11","5","11"
"765","Louisiana","South","51","25","51"
"766","Louisiana","South","647","259","647"
"767","Louisiana","South","6","3","6"
"768","Louisiana","South","573","34","573"
"769","Florida","South","311","23","311"
"770","Virginia","South","642","180","642"
"771","Iowa","Central","18","9","18"
"772","Iowa","Central","207","52","207"
"773","Iowa","Central","32","16","32"
"774","Iowa","Central","8","3","8"
"775","Iowa","Central","40","11","40"
"776","Iowa","Central","35","15","35"
"777","Ohio","East","33","4","33"
"778","California","West","544","41","544"
"779","California","West","60","28","60"
"780","California","West","24","12","24"
"781","California","West","4","2","4"
"782","Ohio","East","32","-22","32"
"783","Ohio","East","24","-3","24"
"784","Ohio","East","35","-16","35"
"785","Ohio","East","48","1","48"
"786","South Carolina","South","187","88","187"
"787","California","West","17","6","17"
"788","California","West","349","35","349"
"789","Virginia","South","144","69","144"
"790","Virginia","South","15","4","15"
"791","Virginia","South","43","21","43"
"792","Virginia","South","333","80","333"
"793","North Carolina","South","1364","85","1364"
"794","California","West","10","5","10"
"795","California","West","22","11","22"
"796","Minnesota","Central","20","10","20"
"797","New York","East","133","64","133"
"798","New York","East","13","6","13"
"799","New York","East","22","10","22"
"800","California","West","284","18","284"
"801","California","West","22","7","22"
"802","California","West","216","19","216"
"803","New York","East","355","99","355"
"804","Louisiana","South","13","6","13"
"805","California","West","18","6","18"
"806","Colorado","West","43","4","43"
"807","Colorado","West","1984","248","1984"
"808","Nebraska","Central","28","11","28"
"809","Nebraska","Central","150","51","150"
"810","Washington","West","12","3","12"
"811","Washington","West","1299","312","1299"
"812","Washington","West","214","62","214"
"813","Washington","West","26","3","26"
"814","California","West","18","6","18"
"815","California","West","1400","602","1400"
"816","Wisconsin","Central","52","25","52"
"817","Pennsylvania","East","5","2","5"
"818","Pennsylvania","East","41","15","41"
"819","Pennsylvania","East","3","-2","3"
"820","Pennsylvania","East","1228","0","1228"
"821","Pennsylvania","East","31","-23","31"
"822","Pennsylvania","East","336","117","336"
